no,parkingPlaceName,maxParking,avilableParking,dateAndTime,temperature
19,신대방역,60,23,2020-11-30 02,-3
20,신방화역,199,74,2020-11-30 02,-3
21,신천유수지주차장,164,185,2020-11-30 02,-3
22,영등포구청역,137,75,2020-11-30 02,-3
23,용산주차빌딩,561,398,2020-11-30 02,-3
24,잠실역주차장,346,309,2020-11-30 02,-3
25,적선노외,11,8,2020-11-30 02,-3
26,종묘,1317,902,2020-11-30 02,-3
27,천왕역,328,259,2020-11-30 02,-3
28,천호역,1432,848,2020-11-30 02,-3
29,학여울역,180,134,2020-11-30 02,-3
30,한강진역,176,128,2020-11-30 02,-3
31,화랑대역주차장,319,280,2020-11-30 02,-3
1,DDP동측(양쪽),20,20,2020-11-30 03,-3
2,웃우물공영,79,8,2020-11-30 03,-3
3,가양라이품,38,34,2020-11-30 03,-3
4,개화산역주차장,322,186,2020-11-30 03,-3
5,개화역,483,377,2020-11-30 03,-3
6,구로디지털단지역,92,64,2020-11-30 03,-3
7,구파발역,399,358,2020-11-30 03,-3
8,장안2동,80,25,2020-11-30 03,-3
9,도봉산,169,177,2020-11-30 03,-3
10,동대문공영주차장,1092,574,2020-11-30 03,-3
11,마포유수지주차장,505,355,2020-11-30 03,-3
12,복정역공영주차장,363,272,2020-11-30 03,-3
13,사당노외,184,92,2020-11-30 03,-3
14,서린노외주차장,38,33,2020-11-30 03,-3
15,세종로,1260,1143,2020-11-30 03,-3
16,수락산역,157,119,2020-11-30 03,-3
17,수서역남,18,14,2020-11-30 03,-3
18,수서역북주차장,553,398,2020-11-30 03,-3
19,신대방역,60,21,2020-11-30 03,-3
20,신방화역,199,75,2020-11-30 03,-3
21,신천유수지주차장,164,184,2020-11-30 03,-3
22,영등포구청역,137,75,2020-11-30 03,-3
23,용산주차빌딩,561,398,2020-11-30 03,-3
24,잠실역주차장,346,309,2020-11-30 03,-3
25,적선노외,11,8,2020-11-30 03,-3
26,종묘,1317,902,2020-11-30 03,-3
27,천왕역,328,259,2020-11-30 03,-3
28,천호역,1432,847,2020-11-30 03,-3
29,학여울역,180,134,2020-11-30 03,-3
30,한강진역,176,128,2020-11-30 03,-3
31,화랑대역주차장,319,280,2020-11-30 03,-3
1,DDP동측(양쪽),20,20,2020-11-30 04,-4
2,웃우물공영,79,8,2020-11-30 04,-4
3,가양라이품,38,34,2020-11-30 04,-4
4,개화산역주차장,322,185,2020-11-30 04,-4
5,개화역,483,376,2020-11-30 04,-4
6,구로디지털단지역,92,64,2020-11-30 04,-4
7,구파발역,399,358,2020-11-30 04,-4
8,장안2동,80,25,2020-11-30 04,-4
9,도봉산,169,173,2020-11-30 04,-4
10,동대문공영주차장,1092,675,2020-11-30 04,-4
11,마포유수지주차장,505,354,2020-11-30 04,-4
12,복정역공영주차장,363,272,2020-11-30 04,-4
13,사당노외,184,96,2020-11-30 04,-4
14,서린노외주차장,38,33,2020-11-30 04,-4
15,세종로,1260,1136,2020-11-30 04,-4
16,수락산역,157,119,2020-11-30 04,-4
17,수서역남,18,14,2020-11-30 04,-4
18,수서역북주차장,553,400,2020-11-30 04,-4
19,신대방역,60,21,2020-11-30 04,-4
20,신방화역,199,75,2020-11-30 04,-4
21,신천유수지주차장,164,183,2020-11-30 04,-4
22,영등포구청역,137,75,2020-11-30 04,-4
23,용산주차빌딩,561,397,2020-11-30 04,-4
24,잠실역주차장,346,309,2020-11-30 04,-4
25,적선노외,11,8,2020-11-30 04,-4
26,종묘,1317,903,2020-11-30 04,-4
27,천왕역,328,259,2020-11-30 04,-4
28,천호역,1432,848,2020-11-30 04,-4
29,학여울역,180,134,2020-11-30 04,-4
30,한강진역,176,128,2020-11-30 04,-4
31,화랑대역주차장,319,280,2020-11-30 04,-4
1,DDP동측(양쪽),20,20,2020-11-30 05,-4
2,웃우물공영,79,7,2020-11-30 05,-4
3,가양라이품,38,34,2020-11-30 05,-4
4,개화산역주차장,322,180,2020-11-30 05,-4
5,개화역,483,370,2020-11-30 05,-4
6,구로디지털단지역,92,64,2020-11-30 05,-4
7,구파발역,399,357,2020-11-30 05,-4
8,장안2동,80,25,2020-11-30 05,-4
9,도봉산,169,168,2020-11-30 05,-4
10,동대문공영주차장,1092,884,2020-11-30 05,-4
11,마포유수지주차장,505,352,2020-11-30 05,-4
12,복정역공영주차장,363,273,2020-11-30 05,-4
13,사당노외,184,104,2020-11-30 05,-4
14,서린노외주차장,38,33,2020-11-30 05,-4
15,세종로,1260,1134,2020-11-30 05,-4
16,수락산역,157,118,2020-11-30 05,-4
17,수서역남,18,13,2020-11-30 05,-4
18,수서역북주차장,553,400,2020-11-30 05,-4
19,신대방역,60,19,2020-11-30 05,-4
20,신방화역,199,75,2020-11-30 05,-4
21,신천유수지주차장,164,184,2020-11-30 05,-4
22,영등포구청역,137,74,2020-11-30 05,-4
23,용산주차빌딩,561,396,2020-11-30 05,-4
24,잠실역주차장,346,308,2020-11-30 05,-4
25,적선노외,11,11,2020-11-30 05,-4
26,종묘,1317,900,2020-11-30 05,-4
27,천왕역,328,257,2020-11-30 05,-4
28,천호역,1432,854,2020-11-30 05,-4
29,학여울역,180,134,2020-11-30 05,-4
30,한강진역,176,128,2020-11-30 05,-4
31,화랑대역주차장,319,278,2020-11-30 05,-4
1,DDP동측(양쪽),20,20,2020-11-30 06,-4
2,웃우물공영,79,5,2020-11-30 06,-4
3,가양라이품,38,33,2020-11-30 06,-4
4,개화산역주차장,322,169,2020-11-30 06,-4
5,개화역,483,333,2020-11-30 06,-4
6,구로디지털단지역,92,65,2020-11-30 06,-4
7,구파발역,399,338,2020-11-30 06,-4
8,장안2동,80,25,2020-11-30 06,-4
9,도봉산,169,165,2020-11-30 06,-4
10,동대문공영주차장,1092,919,2020-11-30 06,-4
11,마포유수지주차장,505,349,2020-11-30 06,-4
12,복정역공영주차장,363,263,2020-11-30 06,-4
13,사당노외,184,100,2020-11-30 06,-4
14,서린노외주차장,38,33,2020-11-30 06,-4
15,세종로,1260,1123,2020-11-30 06,-4
16,수락산역,157,110,2020-11-30 06,-4
17,수서역남,18,7,2020-11-30 06,-4
18,수서역북주차장,553,381,2020-11-30 06,-4
19,신대방역,60,20,2020-11-30 06,-4
20,신방화역,199,62,2020-11-30 06,-4
21,신천유수지주차장,164,172,2020-11-30 06,-4
22,영등포구청역,137,68,2020-11-30 06,-4
23,용산주차빌딩,561,392,2020-11-30 06,-4
24,잠실역주차장,346,304,2020-11-30 06,-4
25,적선노외,11,9,2020-11-30 06,-4
26,종묘,1317,870,2020-11-30 06,-4
27,천왕역,328,245,2020-11-30 06,-4
28,천호역,1432,841,2020-11-30 06,-4
29,학여울역,180,131,2020-11-30 06,-4
30,한강진역,176,127,2020-11-30 06,-4
31,화랑대역주차장,319,271,2020-11-30 06,-4
1,DDP동측(양쪽),20,20,2020-11-30 07,-4
2,웃우물공영,79,10,2020-11-30 07,-4
3,가양라이품,38,33,2020-11-30 07,-4
4,개화산역주차장,322,146,2020-11-30 07,-4
5,개화역,483,234,2020-11-30 07,-4
6,구로디지털단지역,92,57,2020-11-30 07,-4
7,구파발역,399,284,2020-11-30 07,-4
8,장안2동,80,30,2020-11-30 07,-4
9,도봉산,169,167,2020-11-30 07,-4
10,동대문공영주차장,1092,922,2020-11-30 07,-4
11,마포유수지주차장,505,347,2020-11-30 07,-4
12,복정역공영주차장,363,229,2020-11-30 07,-4
13,사당노외,184,91,2020-11-30 07,-4
14,서린노외주차장,38,30,2020-11-30 07,-4
15,세종로,1260,1084,2020-11-30 07,-4
16,수락산역,157,89,2020-11-30 07,-4
17,수서역남,18,1,2020-11-30 07,-4
18,수서역북주차장,553,277,2020-11-30 07,-4
19,신대방역,60,20,2020-11-30 07,-4
20,신방화역,199,61,2020-11-30 07,-4
21,신천유수지주차장,164,159,2020-11-30 07,-4
22,영등포구청역,137,61,2020-11-30 07,-4
23,용산주차빌딩,561,377,2020-11-30 07,-4
24,잠실역주차장,346,288,2020-11-30 07,-4
25,적선노외,11,6,2020-11-30 07,-4
26,종묘,1317,818,2020-11-30 07,-4
27,천왕역,328,205,2020-11-30 07,-4
28,천호역,1432,746,2020-11-30 07,-4
29,학여울역,180,113,2020-11-30 07,-4
30,한강진역,176,122,2020-11-30 07,-4
31,화랑대역주차장,319,191,2020-11-30 07,-4
1,DDP동측(양쪽),20,20,2020-11-30 08,-4
2,웃우물공영,79,13,2020-11-30 08,-4
3,가양라이품,38,28,2020-11-30 08,-4
4,개화산역주차장,322,90,2020-11-30 08,-4
5,개화역,483,161,2020-11-30 08,-4
6,구로디지털단지역,92,52,2020-11-30 08,-4
7,구파발역,399,192,2020-11-30 08,-4
8,장안2동,80,32,2020-11-30 08,-4
9,도봉산,169,166,2020-11-30 08,-4
10,동대문공영주차장,1092,906,2020-11-30 08,-4
11,마포유수지주차장,505,304,2020-11-30 08,-4
12,복정역공영주차장,363,138,2020-11-30 08,-4
13,사당노외,184,72,2020-11-30 08,-4
14,서린노외주차장,38,25,2020-11-30 08,-4
15,세종로,1260,1009,2020-11-30 08,-4
16,수락산역,157,51,2020-11-30 08,-4
17,수서역남,18,-1,2020-11-30 08,-4
18,수서역북주차장,553,156,2020-11-30 08,-4
19,신대방역,60,13,2020-11-30 08,-4
20,신방화역,199,42,2020-11-30 08,-4
21,신천유수지주차장,164,118,2020-11-30 08,-4
22,영등포구청역,137,45,2020-11-30 08,-4
23,용산주차빌딩,561,316,2020-11-30 08,-4
24,잠실역주차장,346,224,2020-11-30 08,-4
25,적선노외,11,6,2020-11-30 08,-4
26,종묘,1317,725,2020-11-30 08,-4
27,천왕역,328,110,2020-11-30 08,-4
28,천호역,1432,529,2020-11-30 08,-4
29,학여울역,180,78,2020-11-30 08,-4
30,한강진역,176,110,2020-11-30 08,-4
31,화랑대역주차장,319,63,2020-11-30 08,-4
1,DDP동측(양쪽),20,20,2020-11-30 09,-3
2,웃우물공영,79,22,2020-11-30 09,-3
3,가양라이품,38,8,2020-11-30 09,-3
4,개화산역주차장,322,71,2020-11-30 09,-3
5,개화역,483,129,2020-11-30 09,-3
6,구로디지털단지역,92,37,2020-11-30 09,-3
7,구파발역,399,129,2020-11-30 09,-3
8,장안2동,80,33,2020-11-30 09,-3
9,도봉산,169,163,2020-11-30 09,-3
10,동대문공영주차장,1092,868,2020-11-30 09,-3
11,마포유수지주차장,505,255,2020-11-30 09,-3
12,복정역공영주차장,363,79,2020-11-30 09,-3
13,사당노외,184,67,2020-11-30 09,-3
14,서린노외주차장,38,18,2020-11-30 09,-3
15,세종로,1260,902,2020-11-30 09,-3
16,수락산역,157,17,2020-11-30 09,-3
17,수서역남,18,0,2020-11-30 09,-3
18,수서역북주차장,553,75,2020-11-30 09,-3
19,신대방역,60,17,2020-11-30 09,-3
20,신방화역,199,28,2020-11-30 09,-3
21,신천유수지주차장,164,83,2020-11-30 09,-3
22,영등포구청역,137,32,2020-11-30 09,-3
23,용산주차빌딩,561,209,2020-11-30 09,-3
24,잠실역주차장,346,171,2020-11-30 09,-3
25,적선노외,11,-15,2020-11-30 09,-3
26,종묘,1317,570,2020-11-30 09,-3
27,천왕역,328,53,2020-11-30 09,-3
28,천호역,1432,320,2020-11-30 09,-3
29,학여울역,180,65,2020-11-30 09,-3
30,한강진역,176,99,2020-11-30 09,-3
31,화랑대역주차장,319,27,2020-11-30 09,-3
1,DDP동측(양쪽),20,20,2020-11-30 10,-1
2,웃우물공영,79,25,2020-11-30 10,-1
3,가양라이품,38,8,2020-11-30 10,-1
4,개화산역주차장,322,67,2020-11-30 10,-1
5,개화역,483,119,2020-11-30 10,-1
6,구로디지털단지역,92,37,2020-11-30 10,-1
7,구파발역,399,98,2020-11-30 10,-1
8,장안2동,80,33,2020-11-30 10,-1
9,도봉산,169,156,2020-11-30 10,-1
10,동대문공영주차장,1092,813,2020-11-30 10,-1
11,마포유수지주차장,505,229,2020-11-30 10,-1
12,복정역공영주차장,363,60,2020-11-30 10,-1
13,사당노외,184,62,2020-11-30 10,-1
14,서린노외주차장,38,13,2020-11-30 10,-1
15,세종로,1260,832,2020-11-30 10,-1
16,수락산역,157,1,2020-11-30 10,-1
17,수서역남,18,1,2020-11-30 10,-1
18,수서역북주차장,553,59,2020-11-30 10,-1
19,신대방역,60,13,2020-11-30 10,-1
20,신방화역,199,20,2020-11-30 10,-1
21,신천유수지주차장,164,58,2020-11-30 10,-1
22,영등포구청역,137,25,2020-11-30 10,-1
23,용산주차빌딩,561,134,2020-11-30 10,-1
24,잠실역주차장,346,126,2020-11-30 10,-1
25,적선노외,11,-14,2020-11-30 10,-1
26,종묘,1317,373,2020-11-30 10,-1
27,천왕역,328,43,2020-11-30 10,-1
28,천호역,1432,236,2020-11-30 10,-1
29,학여울역,180,57,2020-11-30 10,-1
30,한강진역,176,86,2020-11-30 10,-1
31,화랑대역주차장,319,17,2020-11-30 10,-1
1,DDP동측(양쪽),20,20,2020-11-30 11,0
2,웃우물공영,79,28,2020-11-30 11,0
3,가양라이품,38,4,2020-11-30 11,0
4,개화산역주차장,322,62,2020-11-30 11,0
5,개화역,483,120,2020-11-30 11,0
6,구로디지털단지역,92,39,2020-11-30 11,0
7,구파발역,399,85,2020-11-30 11,0
8,장안2동,80,32,2020-11-30 11,0
9,도봉산,169,149,2020-11-30 11,0
10,동대문공영주차장,1092,812,2020-11-30 11,0
11,마포유수지주차장,505,223,2020-11-30 11,0
12,복정역공영주차장,363,50,2020-11-30 11,0
13,사당노외,184,62,2020-11-30 11,0
14,서린노외주차장,38,12,2020-11-30 11,0
15,세종로,1260,822,2020-11-30 11,0
16,수락산역,157,1,2020-11-30 11,0
17,수서역남,18,0,2020-11-30 11,0
18,수서역북주차장,553,66,2020-11-30 11,0
19,신대방역,60,16,2020-11-30 11,0
20,신방화역,199,23,2020-11-30 11,0
21,신천유수지주차장,164,50,2020-11-30 11,0
22,영등포구청역,137,17,2020-11-30 11,0
23,용산주차빌딩,561,90,2020-11-30 11,0
24,잠실역주차장,346,113,2020-11-30 11,0
25,적선노외,11,-14,2020-11-30 11,0
26,종묘,1317,241,2020-11-30 11,0
27,천왕역,328,28,2020-11-30 11,0
28,천호역,1432,211,2020-11-30 11,0
29,학여울역,180,58,2020-11-30 11,0
30,한강진역,176,84,2020-11-30 11,0
31,화랑대역주차장,319,11,2020-11-30 11,0
1,DDP동측(양쪽),20,20,2020-11-30 12,1
2,웃우물공영,79,23,2020-11-30 12,1
3,가양라이품,38,3,2020-11-30 12,1
4,개화산역주차장,322,65,2020-11-30 12,1
5,개화역,483,117,2020-11-30 12,1
6,구로디지털단지역,92,36,2020-11-30 12,1
7,구파발역,399,101,2020-11-30 12,1
8,장안2동,80,32,2020-11-30 12,1
9,도봉산,169,140,2020-11-30 12,1
10,동대문공영주차장,1092,849,2020-11-30 12,1
11,마포유수지주차장,505,205,2020-11-30 12,1
12,복정역공영주차장,363,54,2020-11-30 12,1
13,사당노외,184,53,2020-11-30 12,1
14,서린노외주차장,38,9,2020-11-30 12,1
15,세종로,1260,804,2020-11-30 12,1
16,수락산역,157,0,2020-11-30 12,1
17,수서역남,18,1,2020-11-30 12,1
18,수서역북주차장,553,87,2020-11-30 12,1
19,신대방역,60,14,2020-11-30 12,1
20,신방화역,199,22,2020-11-30 12,1
21,신천유수지주차장,164,45,2020-11-30 12,1
22,영등포구청역,137,10,2020-11-30 12,1
23,용산주차빌딩,561,79,2020-11-30 12,1
24,잠실역주차장,346,106,2020-11-30 12,1
25,적선노외,11,-16,2020-11-30 12,1
26,종묘,1317,142,2020-11-30 12,1
27,천왕역,328,26,2020-11-30 12,1
28,천호역,1432,207,2020-11-30 12,1
29,학여울역,180,56,2020-11-30 12,1
30,한강진역,176,79,2020-11-30 12,1
31,화랑대역주차장,319,11,2020-11-30 12,1
1,DDP동측(양쪽),20,20,2020-11-30 13,2
2,웃우물공영,79,26,2020-11-30 13,2
3,가양라이품,38,0,2020-11-30 13,2
4,개화산역주차장,322,60,2020-11-30 13,2
5,개화역,483,119,2020-11-30 13,2
6,구로디지털단지역,92,36,2020-11-30 13,2
7,구파발역,399,97,2020-11-30 13,2
8,장안2동,80,33,2020-11-30 13,2
9,도봉산,169,129,2020-11-30 13,2
10,동대문공영주차장,1092,854,2020-11-30 13,2
11,마포유수지주차장,505,215,2020-11-30 13,2
12,복정역공영주차장,363,52,2020-11-30 13,2
13,사당노외,184,57,2020-11-30 13,2
14,서린노외주차장,38,14,2020-11-30 13,2
15,세종로,1260,807,2020-11-30 13,2
16,수락산역,157,1,2020-11-30 13,2
17,수서역남,18,0,2020-11-30 13,2
18,수서역북주차장,553,102,2020-11-30 13,2
19,신대방역,60,7,2020-11-30 13,2
20,신방화역,199,23,2020-11-30 13,2
21,신천유수지주차장,164,45,2020-11-30 13,2
22,영등포구청역,137,14,2020-11-30 13,2
23,용산주차빌딩,561,70,2020-11-30 13,2
24,잠실역주차장,346,109,2020-11-30 13,2
25,적선노외,11,-13,2020-11-30 13,2
26,종묘,1317,129,2020-11-30 13,2
27,천왕역,328,35,2020-11-30 13,2
28,천호역,1432,196,2020-11-30 13,2
29,학여울역,180,57,2020-11-30 13,2
30,한강진역,176,70,2020-11-30 13,2
31,화랑대역주차장,319,18,2020-11-30 13,2
1,DDP동측(양쪽),20,20,2020-11-30 14,3
2,웃우물공영,79,26,2020-11-30 14,3
3,가양라이품,38,0,2020-11-30 14,3
4,개화산역주차장,322,68,2020-11-30 14,3
5,개화역,483,118,2020-11-30 14,3
6,구로디지털단지역,92,36,2020-11-30 14,3
7,구파발역,399,92,2020-11-30 14,3
8,장안2동,80,30,2020-11-30 14,3
9,도봉산,169,147,2020-11-30 14,3
10,동대문공영주차장,1092,871,2020-11-30 14,3
11,마포유수지주차장,505,208,2020-11-30 14,3
12,복정역공영주차장,363,53,2020-11-30 14,3
13,사당노외,184,54,2020-11-30 14,3
14,서린노외주차장,38,16,2020-11-30 14,3
15,세종로,1260,807,2020-11-30 14,3
16,수락산역,157,0,2020-11-30 14,3
17,수서역남,18,4,2020-11-30 14,3
18,수서역북주차장,553,123,2020-11-30 14,3
19,신대방역,60,7,2020-11-30 14,3
20,신방화역,199,23,2020-11-30 14,3
21,신천유수지주차장,164,40,2020-11-30 14,3
22,영등포구청역,137,14,2020-11-30 14,3
23,용산주차빌딩,561,71,2020-11-30 14,3
24,잠실역주차장,346,116,2020-11-30 14,3
25,적선노외,11,-17,2020-11-30 14,3
26,종묘,1317,140,2020-11-30 14,3
27,천왕역,328,48,2020-11-30 14,3
28,천호역,1432,196,2020-11-30 14,3
29,학여울역,180,57,2020-11-30 14,3
30,한강진역,176,69,2020-11-30 14,3
31,화랑대역주차장,319,15,2020-11-30 14,3
1,DDP동측(양쪽),20,20,2020-11-30 15,3
2,웃우물공영,79,25,2020-11-30 15,3
3,가양라이품,38,0,2020-11-30 15,3
4,개화산역주차장,322,69,2020-11-30 15,3
5,개화역,483,122,2020-11-30 15,3
6,구로디지털단지역,92,36,2020-11-30 15,3
7,구파발역,399,88,2020-11-30 15,3
8,장안2동,80,32,2020-11-30 15,3
9,도봉산,169,150,2020-11-30 15,3
10,동대문공영주차장,1092,880,2020-11-30 15,3
11,마포유수지주차장,505,219,2020-11-30 15,3
12,복정역공영주차장,363,55,2020-11-30 15,3
13,사당노외,184,57,2020-11-30 15,3
14,서린노외주차장,38,12,2020-11-30 15,3
15,세종로,1260,805,2020-11-30 15,3
16,수락산역,157,5,2020-11-30 15,3
17,수서역남,18,3,2020-11-30 15,3
18,수서역북주차장,553,139,2020-11-30 15,3
19,신대방역,60,5,2020-11-30 15,3
20,신방화역,199,24,2020-11-30 15,3
21,신천유수지주차장,164,41,2020-11-30 15,3
22,영등포구청역,137,16,2020-11-30 15,3
23,용산주차빌딩,561,73,2020-11-30 15,3
24,잠실역주차장,346,129,2020-11-30 15,3
25,적선노외,11,-17,2020-11-30 15,3
26,종묘,1317,137,2020-11-30 15,3
27,천왕역,328,47,2020-11-30 15,3
28,천호역,1432,197,2020-11-30 15,3
29,학여울역,180,54,2020-11-30 15,3
30,한강진역,176,75,2020-11-30 15,3
31,화랑대역주차장,319,20,2020-11-30 15,3
1,DDP동측(양쪽),20,20,2020-11-30 16,3
2,웃우물공영,79,28,2020-11-30 16,3
3,가양라이품,38,3,2020-11-30 16,3
4,개화산역주차장,322,68,2020-11-30 16,3
5,개화역,483,121,2020-11-30 16,3
6,구로디지털단지역,92,36,2020-11-30 16,3
7,구파발역,399,111,2020-11-30 16,3
8,장안2동,80,31,2020-11-30 16,3
9,도봉산,169,158,2020-11-30 16,3
10,동대문공영주차장,1092,892,2020-11-30 16,3
11,마포유수지주차장,505,217,2020-11-30 16,3
12,복정역공영주차장,363,71,2020-11-30 16,3
13,사당노외,184,54,2020-11-30 16,3
14,서린노외주차장,38,20,2020-11-30 16,3
15,세종로,1260,801,2020-11-30 16,3
16,수락산역,157,3,2020-11-30 16,3
17,수서역남,18,6,2020-11-30 16,3
18,수서역북주차장,553,171,2020-11-30 16,3
19,신대방역,60,7,2020-11-30 16,3
20,신방화역,199,25,2020-11-30 16,3
21,신천유수지주차장,164,51,2020-11-30 16,3
22,영등포구청역,137,13,2020-11-30 16,3
23,용산주차빌딩,561,63,2020-11-30 16,3
24,잠실역주차장,346,130,2020-11-30 16,3
25,적선노외,11,-15,2020-11-30 16,3
26,종묘,1317,150,2020-11-30 16,3
27,천왕역,328,53,2020-11-30 16,3
28,천호역,1432,236,2020-11-30 16,3
29,학여울역,180,59,2020-11-30 16,3
30,한강진역,176,77,2020-11-30 16,3
31,화랑대역주차장,319,28,2020-11-30 16,3
1,DDP동측(양쪽),20,20,2020-11-30 17,1
2,웃우물공영,79,19,2020-11-30 17,1
3,가양라이품,38,8,2020-11-30 17,1
4,개화산역주차장,322,79,2020-11-30 17,1
5,개화역,483,133,2020-11-30 17,1
6,구로디지털단지역,92,36,2020-11-30 17,1
7,구파발역,399,137,2020-11-30 17,1
8,장안2동,80,31,2020-11-30 17,1
9,도봉산,169,164,2020-11-30 17,1
10,동대문공영주차장,1092,940,2020-11-30 17,1
11,마포유수지주차장,505,234,2020-11-30 17,1
12,복정역공영주차장,363,83,2020-11-30 17,1
13,사당노외,184,53,2020-11-30 17,1
14,서린노외주차장,38,21,2020-11-30 17,1
15,세종로,1260,825,2020-11-30 17,1
16,수락산역,157,4,2020-11-30 17,1
17,수서역남,18,10,2020-11-30 17,1
18,수서역북주차장,553,215,2020-11-30 17,1
19,신대방역,60,6,2020-11-30 17,1
20,신방화역,199,28,2020-11-30 17,1
21,신천유수지주차장,164,68,2020-11-30 17,1
22,영등포구청역,137,18,2020-11-30 17,1
23,용산주차빌딩,561,60,2020-11-30 17,1
24,잠실역주차장,346,147,2020-11-30 17,1
25,적선노외,11,-13,2020-11-30 17,1
26,종묘,1317,248,2020-11-30 17,1
27,천왕역,328,60,2020-11-30 17,1
28,천호역,1432,300,2020-11-30 17,1
29,학여울역,180,60,2020-11-30 17,1
30,한강진역,176,84,2020-11-30 17,1
31,화랑대역주차장,319,43,2020-11-30 17,1
1,DDP동측(양쪽),20,20,2020-11-30 18,0
2,웃우물공영,79,18,2020-11-30 18,0
3,가양라이품,38,21,2020-11-30 18,0
4,개화산역주차장,322,108,2020-11-30 18,0
5,개화역,483,179,2020-11-30 18,0
6,구로디지털단지역,92,36,2020-11-30 18,0
7,구파발역,399,159,2020-11-30 18,0
8,장안2동,80,25,2020-11-30 18,0
9,도봉산,169,166,2020-11-30 18,0
10,동대문공영주차장,1092,963,2020-11-30 18,0
11,마포유수지주차장,505,245,2020-11-30 18,0
12,복정역공영주차장,363,118,2020-11-30 18,0
13,사당노외,184,57,2020-11-30 18,0
14,서린노외주차장,38,27,2020-11-30 18,0
15,세종로,1260,876,2020-11-30 18,0
16,수락산역,157,29,2020-11-30 18,0
17,수서역남,18,12,2020-11-30 18,0
18,수서역북주차장,553,311,2020-11-30 18,0
19,신대방역,60,10,2020-11-30 18,0
20,신방화역,199,27,2020-11-30 18,0
21,신천유수지주차장,164,97,2020-11-30 18,0
22,영등포구청역,137,30,2020-11-30 18,0
23,용산주차빌딩,561,113,2020-11-30 18,0
24,잠실역주차장,346,174,2020-11-30 18,0
25,적선노외,11,-17,2020-11-30 18,0
26,종묘,1317,414,2020-11-30 18,0
27,천왕역,328,93,2020-11-30 18,0
28,천호역,1432,420,2020-11-30 18,0
29,학여울역,180,76,2020-11-30 18,0
30,한강진역,176,91,2020-11-30 18,0
31,화랑대역주차장,319,80,2020-11-30 18,0
1,DDP동측(양쪽),20,20,2020-11-30 19,0
2,웃우물공영,79,14,2020-11-30 19,0
3,가양라이품,38,31,2020-11-30 19,0
4,개화산역주차장,322,152,2020-11-30 19,0
5,개화역,483,259,2020-11-30 19,0
6,구로디지털단지역,92,36,2020-11-30 19,0
7,구파발역,399,247,2020-11-30 19,0
8,장안2동,80,22,2020-11-30 19,0
9,도봉산,169,167,2020-11-30 19,0
10,동대문공영주차장,1092,911,2020-11-30 19,0
11,마포유수지주차장,505,249,2020-11-30 19,0
12,복정역공영주차장,363,182,2020-11-30 19,0
13,사당노외,184,63,2020-11-30 19,0
14,서린노외주차장,38,31,2020-11-30 19,0
15,세종로,1260,958,2020-11-30 19,0
16,수락산역,157,65,2020-11-30 19,0
17,수서역남,18,16,2020-11-30 19,0
18,수서역북주차장,553,352,2020-11-30 19,0
19,신대방역,60,13,2020-11-30 19,0
20,신방화역,199,44,2020-11-30 19,0
21,신천유수지주차장,164,140,2020-11-30 19,0
22,영등포구청역,137,42,2020-11-30 19,0
23,용산주차빌딩,561,246,2020-11-30 19,0
24,잠실역주차장,346,202,2020-11-30 19,0
25,적선노외,11,-7,2020-11-30 19,0
26,종묘,1317,632,2020-11-30 19,0
27,천왕역,328,172,2020-11-30 19,0
28,천호역,1432,574,2020-11-30 19,0
29,학여울역,180,104,2020-11-30 19,0
30,한강진역,176,92,2020-11-30 19,0
31,화랑대역주차장,319,165,2020-11-30 19,0
1,DDP동측(양쪽),20,20,2020-11-30 20,0
2,웃우물공영,79,15,2020-11-30 20,0
3,가양라이품,38,32,2020-11-30 20,0
4,개화산역주차장,322,166,2020-11-30 20,0
5,개화역,483,318,2020-11-30 20,0
6,구로디지털단지역,92,36,2020-11-30 20,0
7,구파발역,399,294,2020-11-30 20,0
8,장안2동,80,22,2020-11-30 20,0
9,도봉산,169,168,2020-11-30 20,0
10,동대문공영주차장,1092,566,2020-11-30 20,0
11,마포유수지주차장,505,271,2020-11-30 20,0
12,복정역공영주차장,363,206,2020-11-30 20,0
13,사당노외,184,67,2020-11-30 20,0
14,서린노외주차장,38,33,2020-11-30 20,0
15,세종로,1260,1012,2020-11-30 20,0
16,수락산역,157,97,2020-11-30 20,0
17,수서역남,18,15,2020-11-30 20,0
18,수서역북주차장,553,366,2020-11-30 20,0
19,신대방역,60,13,2020-11-30 20,0
20,신방화역,199,50,2020-11-30 20,0
21,신천유수지주차장,164,156,2020-11-30 20,0
22,영등포구청역,137,56,2020-11-30 20,0
23,용산주차빌딩,561,312,2020-11-30 20,0
24,잠실역주차장,346,239,2020-11-30 20,0
25,적선노외,11,-12,2020-11-30 20,0
26,종묘,1317,745,2020-11-30 20,0
27,천왕역,328,211,2020-11-30 20,0
28,천호역,1432,669,2020-11-30 20,0
29,학여울역,180,117,2020-11-30 20,0
30,한강진역,176,102,2020-11-30 20,0
31,화랑대역주차장,319,238,2020-11-30 20,0
1,DDP동측(양쪽),20,20,2020-11-30 21,-1
2,웃우물공영,79,11,2020-11-30 21,-1
3,가양라이품,38,32,2020-11-30 21,-1
4,개화산역주차장,322,180,2020-11-30 21,-1
5,개화역,483,350,2020-11-30 21,-1
6,구로디지털단지역,92,24,2020-11-30 21,-1
7,구파발역,399,322,2020-11-30 21,-1
